sku,lensType,ODSphere,ODCylinder,ODAxis,ODAdd,OSSphere,OSCylinder,OSAxis,OSAdd,appearance,material,size,tint,addDate
2914,Bifocal,3.50,-0.50,111,1.75,3.25,-0.50,82,1.75,Neutral,Plastic,Medium,N,20090428
2915,Bifocal,2.75,-1.25,86,2.25,1.75,-0.75,88,2.25,Neutral,Plastic,Large,N,20110510
2916,Bifocal,2.25,-0.25,14,2.75,2.50,-1.25,32,2.75,Neutral,Metal,Large,N,20110510
2917,Bifocal,-6.25,-1.00,140,2.00,-6.75,-1.25,178,2.00,Neutral,-,Small,N,20140507
2918,Bifocal,1.75,-0.75,84,2.50,0.75,-0.50,39,2.50,Neutral,Plastic,Medium,N,20110510
2919,Single,-0.75,-0.50,67,0.00,-1.75,-0.75,107,0.00,Neutral,Metal,Small,N,20100920
2920,Bifocal,3.00,-1.00,122,2.50,2.00,0.00,0,2.50,Neutral,-,Medium,N,20150511
2921,Bifocal,0.75,-1.75,95,2.75,0.00,-1.00,97,2.75,Neutral,-,Small,N,20140620
2922,Bifocal,-1.00,-0.50,152,2.25,-0.75,-0.75,47,2.25,Neutral,-,Small,N,20140507
2923,Single,-1.25,-0.25,100,0.00,-1.25,-0.25,72,0.00,Neutral,Metal,Small,N,20080706
2924,Single,-0.50,-0.75,111,0.00,-1.00,-0.50,84,0.00,Neutral,Metal,Large,N,20100920
2925,Bifocal,3.50,-0.50,98,2.50,2.75,0.00,0,2.50,Neutral,Metal,Medium,N,20090428
2926,Single,-1.50,-0.50,50,0.00,0.00,-0.50,90,0.00,Neutral,-,Medium,N,20180423
2927,Single,-9.00,-0.50,3,0.00,-9.25,0.00,0,0.00,Neutral,-,Small,N,20150511
2928,Bifocal,-7.75,-0.25,12,2.75,-7.50,-1.25,144,2.75,Neutral,-,Medium,N,20130419
2929,Bifocal,-7.75,-0.75,80,1.75,-8.25,-0.50,141,1.75,Neutral,-,Medium,N,20140507
2930,Bifocal,2.25,-1.25,99,3.00,0.50,-0.25,160,3.00,Neutral,-,Small,N,20150511
2931,Single,-2.50,0.00,0,0.00,-2.75,0.00,0,0.00,Feminine,-,Small,N,20180423
2932,Bifocal,2.50,-1.00,13,2.25,0.25,0.00,0,2.25,Neutral,-,Medium,N,20160424
2933,Bifocal,3.50,-1.50,135,2.75,4.75,-1.00,59,2.75,Feminine,Plastic,Medium,N,20091029
2934,Single,-1.25,-0.75,95,0.00,-1.25,-0.75,80,0.00,Neutral,Metal,Medium,N,20080706
2935,Bifocal,3.25,-1.00,90,3.25,3.50,-0.50,91,3.25,Neutral,Metal,Medium,N,20110510
2936,Single,0.50,-0.75,90,0.00,1.00,-1.00,90,0.00,Neutral,-,Small,N,20180423
2937,Single,-2.50,0.00,0,0.00,-2.50,0.00,0,0.00,Neutral,-,Small,N,20180423
2938,Bifocal,-1.00,-1.25,73,2.25,-0.75,-0.25,121,2.25,Feminine,-,Large,N,20150511
2939,Single,-0.75,-2.00,104,0.00,-2.50,0.00,0,0.00,Neutral,Metal,Small,N,20100920
2940,Single,3.75,-1.50,105,0.00,3.00,-0.50,95,0.00,Neutral,-,Medium,N,20180423
2941,Bifocal,-0.25,-2.00,90,2.75,2.50,-2.75,90,2.75,Neutral,Metal,Medium,N,20190925
2942,Bifocal,2.50,-0.50,132,3.00,2.75,-0.75,87,3.00,Neutral,-,Small,N,20160424
2943,Single,-1.00,-0.50,110,0.00,-1.25,-0.50,33,0.00,Neutral,Metal,Small,N,20080706
2944,Single,-1.00,-0.75,89,0.00,-1.50,0.00,0,0.00,Neutral,Metal,Medium,N,20100920
2945,Single,-0.50,-0.75,102,0.00,-0.50,-1.25,53,0.00,Neutral,-,Small,N,20120805
2946,Bifocal,3.50,-0.25,122,2.75,3.50,-0.75,62,2.75,Feminine,Metal,Medium,N,20090428
2947,Bifocal,-6.75,-0.25,115,1.00,-6.00,-0.75,10,1.00,Neutral,-,Small,N,20140508
2948,Bifocal,3.50,-1.00,113,2.50,3.50,-1.00,77,2.50,Feminine,Plastic,Medium,N,20090428
2949,Bifocal,2.50,-0.50,146,2.50,1.25,0.00,0,2.50,Neutral,-,Medium,N,20160424
2950,Bifocal,0.25,-1.75,86,2.75,0.75,-1.75,107,2.75,Neutral,-,Medium,N,20170513
2951,Bifocal,2.25,-0.25,180,2.00,2.50,-0.25,9,2.00,Feminine,Metal,Large,N,20190925
2952,Single,-0.50,-1.75,80,0.00,-2.00,-0.25,111,0.00,Neutral,-,Small,N,20131021
2953,Bifocal,0.25,-0.75,14,2.50,0.75,-1.25,20,2.50,Neutral,-,Small,N,20170513
2954,Bifocal,-2.50,-0.25,97,1.75,-2.75,-0.25,94,1.75,Neutral,-,Small,N,20140508
2955,Bifocal,-4.00,-1.00,35,2.25,-2.75,-1.00,136,2.25,Neutral,-,Small,N,20140508
2956,Bifocal,1.75,-1.00,104,2.25,2.25,-1.00,70,2.25,Neutral,-,Medium,N,20140620
2957,Bifocal,0.75,-1.00,90,3.50,0.50,-0.75,13,3.50,Neutral,Metal,Medium,N,20190925
2958,Single,-1.00,-0.75,133,0.00,-0.25,-1.50,90,0.00,Neutral,Metal,Medium,N,20100924
2959,Bifocal,-6.50,-1.00,170,2.75,-6.00,-0.75,174,2.75,Neutral,-,Small,N,20140508
2960,Bifocal,3.50,-1.25,82,25.00,2.75,-0.50,90,25.00,Neutral,Metal,Medium,N,20090428
2961,Bifocal,3.00,-1.25,6,1.50,2.25,-2.25,148,1.50,Neutral,-,Small,N,20160424
2962,Bifocal,2.50,-1.50,142,2.00,2.25,-1.25,36,2.00,Neutral,-,Medium,N,20150511
2963,Bifocal,-2.75,-1.25,23,1.75,-3.00,-1.50,166,1.75,Neutral,-,Small,N,20140508
2964,Single,-3.25,-0.25,92,0.00,-3.75,0.00,0,0.00,Neutral,Plastic,Medium,N,20081016
2965,Single,3.00,-1.00,123,0.00,2.75,-0.75,27,0.00,Neutral,-,Small,N,20180423
2966,Bifocal,2.75,-2.25,108,3.25,2.25,-1.75,169,3.25,Neutral,-,Small,N,20160424
2967,Bifocal,3.00,-0.50,84,2.25,2.00,-0.75,103,2.25,Neutral,Metal,Medium,N,20091114
2968,Single,-1.75,-0.75,73,0.00,-2.25,-0.75,60,0.00,Neutral,Metal,Small,N,20080706
2969,Bifocal,0.50,-0.50,85,2.00,1.00,-1.00,69,2.00,Feminine,Plastic,Medium,N,20190925
2970,Single,-1.75,0.00,0,0.00,-1.75,0.00,0,0.00,Neutral,Metal,Small,N,20080706
2971,Bifocal,-2.50,0.00,0,2.00,-2.75,-0.25,14,2.00,Neutral,-,Large,N,20130419
2972,Bifocal,2.75,-1.00,36,2.50,2.75,-1.00,175,2.50,Neutral,Plastic,Medium,N,20110510
2973,Single,3.75,-0.75,10,0.00,3.50,-0.50,165,0.00,Neutral,-,Medium,N,20180423
2974,Bifocal,-7.25,0.00,0,1.25,-7.25,0.00,0,1.25,Neutral,-,Small,N,20140508
2975,Single,-1.25,-1.00,92,0.00,-2.25,-1.00,80,0.00,Neutral,Plastic,Large,N,20080706
2976,Single,-1.50,-0.50,82,0.00,-1.25,-0.75,91,0.00,Neutral,-,Small,N,20180423
2977,Single,3.50,-1.50,92,0.00,3.50,-1.00,79,0.00,Feminine,-,Medium,N,20180423
2978,Bifocal,3.75,-1.50,92,3.25,4.25,-1.25,80,3.25,Neutral,-,Medium,N,20160424
2979,Single,0.00,-1.00,77,0.00,-1.50,-0.25,95,0.00,Neutral,-,Small,N,20120805
2980,Bifocal,0.75,-0.50,73,2.25,1.25,-0.25,112,2.25,Neutral,-,Medium,N,20160424
2981,Bifocal,3.00,-0.25,157,1.00,2.00,-0.50,30,1.00,Neutral,Plastic,Large,N,20110510
2982,Bifocal,-4.75,-0.75,165,1.00,-6.00,-1.75,8,1.00,Neutral,-,Small,N,20140508
2983,Bifocal,2.50,-1.00,141,2.25,2.00,-0.75,41,2.25,Neutral,-,Small,N,20150511
2984,Bifocal,1.75,-0.25,12,1.75,1.75,-0.25,173,1.75,Neutral,Metal,Medium,N,20190925
2985,Bifocal,-3.25,0.00,0,2.00,-3.00,0.00,0,2.00,Feminine,-,Large,N,20130419
2986,Bifocal,-2.75,-1.25,159,2.25,-2.50,-1.25,48,2.25,Neutral,-,Small,N,20140508
2987,Single,-1.75,0.00,0,0.00,-2.00,0.00,0,0.00,Neutral,Metal,Small,N,20080706
2988,Bifocal,3.50,-0.50,80,2.25,4.00,-1.00,122,2.25,Neutral,Plastic,Medium,N,20090428
2989,Single,-0.75,-1.00,97,0.00,-1.50,0.00,0,0.00,Neutral,Metal,Medium,L,20100924
2990,Bifocal,-3.25,-0.50,90,2.25,-4.25,-0.25,76,2.25,Neutral,-,Large,N,20130419
2991,Bifocal,2.00,-0.75,99,1.75,2.25,-1.25,76,1.75,Neutral,Metal,Medium,N,20190927
2992,Bifocal,3.50,-0.25,98,2.75,3.50,0.00,0,2.75,Neutral,Metal,Medium,N,20090428
2993,Bifocal,0.75,-2.25,90,2.75,0.00,0.00,0,2.75,Neutral,-,Large,N,20170513
2994,Bifocal,0.50,-0.75,69,3.00,1.25,-0.75,76,3.00,Neutral,Metal,Large,N,20090428
2995,Single,-1.75,-0.50,91,0.00,-2.00,-0.75,42,0.00,Neutral,Metal,Medium,N,20080706
2996,Bifocal,3.50,-1.25,108,2.50,3.75,-1.50,96,2.50,Feminine,Metal,Small,N,20090428
2997,Bifocal,8.50,-1.75,113,3.00,8.50,-1.25,95,3.00,Neutral,-,Medium,N,20140510
2998,Bifocal,0.50,-1.50,95,3.25,0.75,-1.50,73,3.25,Feminine,-,Medium,N,20170513
2999,Bifocal,3.50,-0.50,120,2.50,3.00,-0.50,112,2.50,Neutral,Metal,Medium,N,20090428
3000,Bifocal,2.00,-0.25,104,2.00,2.00,-0.25,96,2.00,Neutral,-,Medium,N,20150511
3001,Bifocal,3.25,-0.75,56,3.25,3.00,-0.50,153,3.25,Feminine,Metal,Medium,N,20091029
3002,Single,-1.25,0.00,0,0.00,-1.75,0.00,0,0.00,Neutral,Metal,Medium,N,20080706
3003,Bifocal,2.75,-1.00,134,3.00,2.25,-0.75,72,3.00,Neutral,Plastic,Large,N,20110510
3004,Bifocal,3.00,-0.25,84,3.25,3.75,0.00,0,3.25,Neutral,Metal,Medium,N,20110510
3005,Bifocal,-4.00,-0.75,44,1.00,-4.25,-0.25,164,1.00,Feminine,Metal,Medium,N,20100924
3006,Bifocal,3.75,-0.50,96,2.25,3.00,0.00,0,2.25,Neutral,-,Medium,N,20160424
3007,Bifocal,3.00,-1.00,25,2.25,1.00,-0.50,151,2.25,Neutral,Plastic,Large,L,20110510
3008,Bifocal,3.50,-1.00,92,3.25,4.75,-1.25,102,3.25,Neutral,Plastic,Large,N,20090428
3009,Single,0.75,-0.50,97,0.00,1.25,-0.50,127,0.00,Neutral,-,Medium,N,20130419
3010,Single,-1.75,-0.25,55,0.00,-2.25,-0.50,110,0.00,Neutral,-,Medium,N,20180423
3011,Bifocal,3.50,-0.75,95,2.25,3.50,-1.00,106,2.25,Feminine,Plastic,Medium,N,20090428
3012,Single,-3.00,-0.75,177,0.00,-4.75,-0.75,10,0.00,Neutral,-,Medium,N,20180423
3013,Bifocal,3.25,-0.50,109,2.50,2.25,-0.50,95,2.50,Feminine,Plastic,Medium,N,20091029
3014,Bifocal,0.00,-0.25,155,1.75,-0.50,0.00,0,1.75,Neutral,Metal,Large,N,20190927
3015,Bifocal,1.00,-0.25,104,2.75,1.00,-0.75,91,2.75,Neutral,-,Medium,N,20170513
3016,Single,1.00,-0.50,8,0.00,0.75,-0.25,45,0.00,Neutral,-,Medium,N,20130419
3017,Single,0.75,-0.50,46,0.00,1.25,-0.75,104,0.00,Neutral,-,Small,N,20180423
3018,Bifocal,3.50,-1.75,20,2.25,3.75,-0.50,3,2.25,Neutral,Metal,Large,N,20090428
3019,Single,-13.50,-1.25,85,0.00,-14.50,-0.50,80,0.00,Neutral,-,Medium,N,20140510
3020,Single,3.75,-0.50,35,0.00,2.75,0.00,0,0.00,Feminine,-,Large,N,20180423
3021,Bifocal,-4.50,-0.75,14,2.25,-5.00,-0.50,103,2.25,Feminine,Plastic,Medium,N,20100924
3022,Bifocal,2.75,-0.50,177,2.75,3.25,-0.50,149,2.75,Feminine,Plastic,Medium,N,20091114
3023,Bifocal,-4.00,-0.75,105,2.25,-3.00,-0.75,130,2.25,Neutral,Metal,Medium,N,20100924
3024,Bifocal,3.50,-0.75,28,3.00,4.00,-1.50,94,3.00,Feminine,Plastic,Medium,N,20090428
3025,Bifocal,2.50,-1.25,99,2.50,2.75,-2.25,75,2.50,Neutral,-,Small,N,20160424
3026,Bifocal,1.50,-0.75,121,3.00,1.50,-0.75,91,3.00,Neutral,-,Medium,N,20101117
3027,Bifocal,0.75,-1.75,92,3.25,1.00,-2.00,85,3.25,Neutral,Metal,Medium,N,20190927
3028,Bifocal,2.75,-1.50,109,2.50,3.75,-1.00,82,2.50,Neutral,Plastic,Large,N,20091114
3029,Single,-3.25,-0.50,25,0.00,-3.00,-0.75,170,0.00,Neutral,-,Medium,N,20180423
3030,Bifocal,0.25,-0.25,76,1.50,0.25,-0.50,77,1.50,Neutral,-,Medium,N,20170513
3031,Bifocal,1.75,-0.25,135,2.25,1.00,-0.25,115,2.25,Feminine,Metal,Medium,N,20091114
3032,Bifocal,2.50,-2.25,107,3.00,1.50,-1.75,92,3.00,Neutral,-,Medium,N,20160424
3033,Bifocal,-2.00,-0.50,63,3.75,0.00,-0.25,116,3.75,Neutral,Metal,Medium,N,20100924
3034,Bifocal,-1.50,-0.75,5,2.50,-2.25,-1.50,147,2.50,Neutral,Metal,Large,N,20100924
3035,Single,-1.25,-0.75,179,0.00,-1.75,0.00,0,0.00,Neutral,Metal,Medium,N,20080706
3036,Bifocal,2.25,-2.00,91,3.00,1.75,-1.50,130,3.00,Neutral,-,Small,N,20150511
3037,Bifocal,2.25,-1.00,101,2.25,1.25,-0.50,85,2.25,Neutral,Metal,Medium,N,20190927
3038,Single,-9.50,0.00,0,0.00,-10.00,0.00,0,0.00,Neutral,-,Medium,N,20140510
3039,Bifocal,1.00,-0.50,117,1.50,1.50,-0.75,65,1.50,Feminine,-,Large,N,20170513
3040,Bifocal,1.00,-0.75,90,3.00,1.25,-1.00,90,3.00,Feminine,Metal,Large,N,20190927
3041,Single,-1.25,-1.00,87,0.00,-1.50,-0.50,70,0.00,Neutral,Metal,Large,N,20080706
3042,Bifocal,3.00,-0.25,90,2.75,2.00,0.00,0,2.75,Feminine,Plastic,Large,N,20091029
3043,Bifocal,1.00,-0.25,99,2.00,1.50,-0.75,96,2.00,Neutral,Plastic,Medium,N,20090428
3044,Single,-1.75,-1.25,95,0.00,-2.00,-0.75,74,0.00,Neutral,Metal,Small,N,20080707
3045,Bifocal,2.00,-0.25,91,2.50,1.00,-1.00,73,2.50,Feminine,-,Medium,N,20120806
3046,Single,0.00,0.00,0,0.00,16.25,0.00,0,0.00,Neutral,-,Medium,N,20140510
3047,Bifocal,-2.25,-0.50,76,2.75,0.00,-0.75,121,2.75,Feminine,Plastic,Large,N,20100924
3048,Bifocal,1.50,-0.75,36,1.50,1.50,-0.50,85,1.50,Neutral,Plastic,Large,N,20110510
3049,Bifocal,-4.25,-0.25,89,3.75,-4.00,-0.50,87,3.75,Neutral,Plastic,Medium,N,20100924
3050,Bifocal,-1.75,-0.25,80,0.75,-2.00,-0.25,114,0.75,Neutral,-,Small,N,20150511
3051,Bifocal,1.00,-1.00,74,1.50,0.75,-1.00,129,1.50,Feminine,Plastic,Small,N,20190927
3052,Bifocal,1.25,-1.25,75,0.75,1.25,-1.25,105,0.75,Neutral,Plastic,Large,N,20190927
3053,Bifocal,-3.00,-0.25,22,1.25,-1.25,-0.50,98,1.25,Feminine,Metal,Medium,N,20100924
3054,Single,2.25,-0.50,97,0.00,2.25,0.00,0,0.00,Feminine,-,Large,N,20180423
3055,Bifocal,-1.25,0.00,0,2.50,-0.75,-1.00,166,2.50,Feminine,Plastic,Large,N,20100924
3056,Bifocal,1.00,-0.50,104,1.75,1.50,-0.50,49,1.75,Neutral,Plastic,Small,N,20090428
3057,Bifocal,3.50,-0.50,77,2.25,3.00,-0.25,107,2.25,Feminine,Metal,Medium,N,20090428
3058,Bifocal,2.50,-0.50,73,3.00,2.00,-0.50,83,3.00,Neutral,-,Small,N,20160424
3059,Bifocal,0.25,-1.25,90,2.50,0.50,-0.75,92,2.50,Neutral,-,Medium,N,20170513
3060,Single,-1.75,-0.75,151,0.00,-2.25,-0.75,1,0.00,Neutral,Metal,Medium,N,20080707
3061,Bifocal,1.50,-0.50,70,2.75,1.50,0.00,0,2.75,Neutral,Metal,Large,N,20190927
3062,Bifocal,-3.00,0.00,0,1.00,-2.00,-0.75,175,1.00,Neutral,Metal,Large,N,20100924
3063,Bifocal,2.75,-0.75,10,2.50,3.50,-0.25,176,2.50,Neutral,Metal,Medium,N,20091114
3064,Bifocal,1.75,-0.25,179,2.00,2.25,-0.50,77,2.00,Neutral,Metal,Medium,N,20190927
3065,Bifocal,2.50,-0.75,106,1.50,1.75,-0.25,80,1.50,Neutral,-,Small,N,20150511
3066,Bifocal,3.75,-1.50,87,1.00,2.75,-0.50,76,1.00,Neutral,Plastic,Medium,N,20090428
3067,Bifocal,1.50,0.00,0,2.00,1.75,-0.50,166,2.00,Feminine,Plastic,Medium,N,20190927
3068,Single,1.50,-0.50,117,0.00,1.75,-1.00,75,0.00,Neutral,-,Medium,N,20180423
3069,Bifocal,1.00,-0.50,124,2.25,1.25,-0.50,73,2.25,Neutral,Metal,Medium,N,20090428
3070,Bifocal,0.50,-1.75,87,2.75,1.25,-1.25,38,2.75,Neutral,-,Medium,N,20170513
3071,Bifocal,3.00,-0.50,95,3.00,4.25,-1.25,83,3.00,Feminine,Plastic,Large,N,20091029
3072,Bifocal,0.00,-0.25,66,1.50,0.75,-0.50,102,1.50,Neutral,-,Medium,N,20130603
3073,Bifocal,2.50,-0.75,18,2.75,2.50,-1.00,157,2.75,Feminine,-,Medium,N,20160424
3074,Bifocal,3.50,-1.00,90,2.25,3.50,-1.00,84,2.25,Neutral,Plastic,Large,N,20091114
3075,Single,0.00,0.00,0,0.00,20.25,0.00,0,0.00,Neutral,-,Medium,N,20140510
3076,Bifocal,1.75,-0.50,84,2.50,1.75,-0.25,58,2.50,Feminine,-,Medium,N,20140620
3077,Bifocal,3.75,-0.75,70,3.00,3.75,-0.75,113,3.00,Feminine,-,Large,N,20140512
3078,Single,-2.25,-0.50,146,0.00,-3.50,-0.25,26,0.00,Neutral,Plastic,Medium,N,20100924
3079,Bifocal,0.75,-0.75,88,3.25,0.25,-1.25,9,3.25,Neutral,Metal,Large,N,20110510
3080,Bifocal,1.50,-0.25,23,1.50,2.25,-0.50,131,1.50,Feminine,Metal,Small,N,20190927
3081,Bifocal,1.75,-0.25,122,2.25,1.50,-0.25,127,2.25,Neutral,Plastic,Large,N,20091114
3082,Bifocal,4.50,-0.75,114,1.75,4.75,-0.75,66,1.75,Feminine,Metal,Medium,N,20091114
3083,Bifocal,2.25,-1.25,106,2.75,2.50,-0.25,111,2.75,Neutral,-,Large,N,20160424
3084,Bifocal,0.00,-1.25,167,3.00,2.25,-2.00,51,3.00,Neutral,-,Small,N,20130603
3085,Single,-2.00,0.00,0,0.00,-1.75,-0.75,79,0.00,Feminine,Plastic,Large,N,20100924
3086,Bifocal,2.00,-0.25,94,2.00,2.00,-0.25,100,2.00,Neutral,-,Small,N,20131021
3087,Bifocal,-1.75,0.00,0,1.50,-2.25,-0.25,112,1.50,Neutral,-,Small,N,20150511
3088,Bifocal,3.50,-0.75,91,2.50,4.25,-0.75,105,2.50,Neutral,Plastic,Large,N,20090428
3089,Bifocal,1.00,0.00,0,1.75,1.25,-0.25,62,1.75,Neutral,Metal,Medium,N,20090428
3090,Single,-2.00,-1.25,90,0.00,-0.75,-0.25,87,0.00,Neutral,Metal,Large,N,20100924
3091,Bifocal,2.50,-0.50,91,3.00,2.00,-1.25,146,3.00,Neutral,-,Medium,N,20160424
3092,Bifocal,3.25,-0.25,0,4.00,4.00,0.00,0,4.00,Neutral,Metal,Large,N,20110510
3093,Single,-3.75,0.00,0,0.00,-4.00,0.00,0,0.00,Neutral,-,Small,N,20130603
3094,Bifocal,-1.25,0.00,0,1.25,0.00,-1.00,77,1.25,Neutral,-,Large,N,20150511
3095,Single,-1.25,-0.75,83,0.00,-0.50,-0.75,95,0.00,Neutral,Metal,Small,N,20080707
3096,Bifocal,3.25,-1.50,91,3.25,2.75,-0.75,91,3.25,Neutral,Metal,Large,N,20110510
3097,Bifocal,0.50,-0.50,111,3.50,1.50,-0.50,84,3.50,Neutral,-,Medium,N,20170513
3098,Single,-1.75,-0.25,92,0.00,-2.50,-0.25,149,0.00,Neutral,Metal,Small,N,20080707
3099,Bifocal,2.25,-0.75,108,0.00,1.25,-1.25,161,3.00,Neutral,Plastic,Medium,N,20110510
3100,Bifocal,1.00,-0.25,100,2.50,0.75,-0.25,100,2.50,Neutral,Plastic,Medium,N,20090428
3101,Bifocal,1.50,-0.25,150,2.00,1.75,-0.25,128,2.00,Feminine,Metal,Medium,N,20190927
3102,Bifocal,1.25,-1.00,81,3.25,1.25,-1.75,82,3.25,Feminine,Metal,Medium,N,20190927
3103,Bifocal,1.75,-0.25,150,1.00,1.25,-0.25,75,1.00,Neutral,Metal,Medium,N,20190927
3104,Bifocal,1.00,-0.50,108,1.25,0.50,-0.50,51,1.25,Neutral,Metal,Medium,N,20090428
3105,Bifocal,3.00,-1.00,80,2.75,3.25,-0.75,65,2.75,Feminine,Plastic,Medium,N,20091029
3106,Single,3.50,-1.00,92,0.00,3.50,-0.75,86,0.00,Feminine,-,Medium,N,20180423
3107,Single,-1.25,-0.50,96,0.00,-1.50,-0.25,83,0.00,Neutral,-,Small,N,20150511
3108,Single,-2.00,-0.25,43,0.00,-2.00,-0.75,131,0.00,Neutral,Metal,Medium,N,20100924
3109,Single,0.75,-0.75,72,0.00,0.25,-0.25,85,0.00,Neutral,-,Medium,N,20180423
3110,Bifocal,0.50,-0.50,90,3.50,0.50,-0.75,88,3.50,Neutral,-,Medium,N,20170513
3111,Single,-1.25,0.00,0,0.00,-1.50,0.00,0,0.00,Neutral,-,Small,N,20150511
3112,Bifocal,3.75,-1.25,110,2.50,4.75,-1.50,93,2.50,Neutral,Plastic,Medium,N,20091114
3113,Single,-0.75,-2.50,95,0.00,-0.50,-2.25,102,0.00,Neutral,-,Small,N,20150511
3114,Bifocal,1.00,-0.50,77,2.50,1.00,-0.50,71,2.50,Neutral,-,Medium,N,20170513
3115,Single,-1.25,-0.50,131,0.00,-1.50,-0.75,87,0.00,Neutral,Metal,Small,N,20080707
3116,Bifocal,1.00,-0.25,86,2.50,1.50,-0.75,56,2.50,Neutral,-,Large,N,20170513
3117,Bifocal,1.00,-0.75,159,1.50,1.00,-0.75,51,1.50,Neutral,-,Medium,N,20170513
3118,Bifocal,2.50,-0.25,45,2.75,2.50,-0.50,131,2.75,Feminine,Plastic,Large,N,20110510
3119,Bifocal,3.00,-1.00,106,2.25,2.75,-0.50,112,2.25,Feminine,Plastic,Medium,N,20110510
3120,Single,-1.00,-0.25,90,0.00,-1.75,-0.75,100,0.00,Neutral,Metal,Medium,N,20080707
3121,Single,0.50,-0.50,102,0.00,0.50,-0.50,71,0.00,Neutral,-,Small,N,20180423
3122,Bifocal,2.50,-0.75,86,1.75,2.75,-1.25,93,1.75,Neutral,-,Small,N,20160424
3123,Bifocal,3.00,-0.50,94,3.25,2.75,-0.75,87,3.25,Neutral,-,Large,N,20120806
3124,Single,-2.00,-0.50,44,0.00,-2.00,-0.50,165,0.00,Feminine,Plastic,Large,N,20100924
3125,Bifocal,2.00,-0.25,94,1.75,2.00,-0.50,83,1.75,Neutral,-,Medium,N,20120806
3126,Single,-1.00,0.00,0,0.00,-1.50,0.00,0,0.00,Neutral,-,Medium,N,20150511
3127,Bifocal,2.25,-0.50,90,1.25,2.00,-0.50,87,1.25,Neutral,-,Small,N,20160424
3128,Single,-2.00,0.00,0,0.00,-2.00,0.00,0,0.00,Neutral,Metal,Large,N,20100924
3129,Bifocal,2.25,-1.00,149,2.25,2.00,-1.00,26,2.25,Feminine,-,Medium,N,20120806
3130,Bifocal,3.75,-1.50,98,3.00,3.75,-1.25,76,3.00,Neutral,-,Large,N,20140512
3131,Bifocal,2.50,-0.50,100,2.25,1.75,-0.75,99,2.25,Neutral,-,Small,N,20160424
3132,Single,-2.00,-0.50,9,0.00,-1.75,-0.25,2,0.00,Neutral,Metal,Medium,N,20100924
3133,Single,0.50,-0.25,45,0.00,1.25,-0.75,140,0.00,Neutral,-,Small,N,20180423
3134,Bifocal,2.25,-1.00,82,3.00,2.75,-0.75,95,3.00,Neutral,-,Medium,N,20160424
3135,Bifocal,3.25,-0.50,23,1.25,2.75,-0.25,2,1.25,Feminine,Plastic,Medium,N,20090822
3136,Bifocal,2.50,-1.00,64,2.50,2.50,-0.25,113,2.50,Neutral,-,Large,N,20160424
3137,Bifocal,2.50,-0.50,100,1.75,2.75,-1.50,90,1.75,Neutral,-,Large,N,20160424
3138,Bifocal,0.00,-0.50,70,2.50,0.00,-0.75,155,2.50,Neutral,-,Medium,N,20130603
3139,Bifocal,2.25,-0.50,86,1.75,1.50,0.00,0,1.75,Neutral,-,Medium,N,20160424
3140,Single,-0.50,-0.25,53,0.00,0.00,-0.25,101,0.00,Feminine,-,Small,N,20150511
3141,Bifocal,2.25,-0.25,63,2.50,2.00,0.00,0,2.50,Feminine,Plastic,Large,N,20110510
3142,Bifocal,3.75,-0.25,116,2.00,4.25,-0.25,93,2.00,Neutral,-,Small,N,20140512
3143,Single,1.75,-0.50,102,0.00,1.50,0.00,0,0.00,Neutral,-,Large,N,20180423
3144,Bifocal,3.50,-1.50,106,3.25,3.00,-1.25,76,3.25,Neutral,-,Large,N,20140512
3145,Single,1.75,-0.50,180,0.00,1.75,0.00,0,0.00,Neutral,-,Small,N,20180423
3146,Bifocal,3.00,-1.00,73,2.50,3.00,-0.75,106,2.50,Feminine,Metal,Medium,N,20091029
3147,Single,-1.00,0.00,0,0.00,-1.75,0.00,0,0.00,Neutral,Metal,Medium,N,20080707
3148,Bifocal,2.50,-0.50,92,2.75,2.75,-1.25,80,2.75,Neutral,-,Medium,N,20160424
3149,Bifocal,11.50,0.00,0,4.25,11.50,0.00,0,3.75,Feminine,Metal,Small,N,19980118
3150,Single,2.00,0.00,0,0.00,2.75,-0.50,100,0.00,Neutral,-,Medium,N,20180423
3151,Single,-0.50,-0.50,102,0.00,-1.25,0.00,0,0.00,Neutral,-,Small,N,20131021
3152,Bifocal,3.75,-0.50,41,2.00,3.25,-0.25,49,2.00,Feminine,-,Small,N,20140512
3153,Single,-1.75,-0.50,76,0.00,-3.00,-0.25,129,0.00,Neutral,Metal,Small,N,20100924
3154,Single,2.25,-0.50,131,0.00,2.00,-0.50,157,0.00,Feminine,-,Medium,N,20180423
3155,Bifocal,3.25,-1.50,102,2.75,3.00,-0.50,91,2.75,Feminine,Metal,Medium,N,20091029
3156,Bifocal,0.50,-1.50,97,3.25,1.00,-1.50,79,3.25,Neutral,-,Medium,N,20170513
3157,Bifocal,0.00,-1.00,62,3.25,1.25,0.00,0,3.25,Feminine,-,Medium,N,20130603
3158,Single,-1.00,-0.25,99,0.00,-1.75,-0.25,65,0.00,Neutral,-,Small,N,20150511
3159,Bifocal,3.00,-0.25,90,2.25,2.75,-0.25,82,2.25,Feminine,Metal,Medium,N,20110510
3160,Bifocal,1.00,-0.25,102,2.25,0.00,-0.25,18,2.25,Feminine,Plastic,Medium,N,20090428
3161,Single,-1.25,0.00,0,0.00,-1.00,-0.75,74,0.00,Neutral,-,Small,N,20150511
